Restaurant,Section,Item,Description,Price
asia kitchen,sushi rolls and hand rolls,tuna roll,seaweed outside fresh tuna and rice inside,$7.00 
asia kitchen,sushi rolls and hand rolls,yellow tail roll,seaweed outside fresh yellow tail scallions and rice inside,$7.00 
asia kitchen,sushi rolls and hand rolls,salmon avocado roll,rice outside fresh salmon avocado and seaweed inside,$7.00 
asia kitchen,sushi rolls and hand rolls,tuna avocado roll,rice outside fresh tuna avocado and seaweed inside,$7.00 
asia kitchen,sushi rolls and hand rolls,alaska roll,rice outside fresh salmon avocado cucumber and seaweed inside,$7.00 
asia kitchen,sushi rolls and hand rolls,boston roll,rice outside cooked shrimp avocado cucumber and seaweed inside,$7.00 
asia kitchen,sushi rolls and hand rolls,california roll,rice outside imitation crabmeat avocado cucumber and seaweed inside,$6.50 
asia kitchen,sushi rolls and hand rolls,eel roll,rice outside eel sauce on top roasted eel cucumber avocado and seaweed inside,$8.86 
asia kitchen,sushi rolls and hand rolls,philadelphia roll,rice outside smoked salmon cream cheese cucumber and seaweed inside,$8.24 
asia kitchen,sushi rolls and hand rolls,salmon tempura roll,rice outside eel sauce on top deep fried breaded fresh salmon and seaweed inside,$8.24 
asia kitchen,sushi rolls and hand rolls,shrimp tempura roll,deep fried breaded jumbo shrimp and cucumber avocado and roe inside,$8.24 
asia kitchen,sushi rolls and hand rolls,spicy salmon roll,rice outside seaweed and fresh spicy salmon inside spicy,$8.24 
asia kitchen,sushi rolls and hand rolls,spicy tuna roll,rice outside fresh spicy tuna and seaweed inside spicy,$8.24 
asia kitchen,sushi rolls and hand rolls,spicy yellow tail roll,rice outside fresh spicy yellow tail and seaweed inside spicy,$8.24 
asia kitchen,sushi rolls and hand rolls,spicy shrimp roll,rice outside seaweed and cooked shrimp with crunch inside spicy,$8.24 
asia kitchen,sushi rolls and hand rolls,avocado roll,seaweed outside avocado and rice inside,$6.50 
asia kitchen,chicken wings specials,chicken wings,,$5.24 
asia kitchen,chicken wings specials,0 shrimp basket,,$9.15 
asia kitchen,chicken wings specials,spicy buffalo wings,,$9.25 
asia kitchen,chicken wings specials,general tso s wings,,$9.25 
asia kitchen,chicken wings specials,honey bbq wings,,$9.25 
asia kitchen,chefs special,general tso s tofu,served with white rice spicy,$12.00 
asia kitchen,chefs special,mongolian beef,served with white rice spicy,$13.89 
asia kitchen,chefs special,general tso s chicken,chunks of chicken done to crispy sauteed with our chef s special hot pepper sauce and broccoli served with white rice spicy,$14.00 
asia kitchen,chefs special,orange chicken,served with white rice spicy,$14.00 
asia kitchen,chefs special,sesame chicken,served with white rice,$14.00 
asia kitchen,chefs special,triple delight,shrimp chicken beef stir fried with fresh mixed vegetables served with white rice,$14.14 
asia kitchen,chefs special,general tso s shrimp,served with white rice spicy,$14.75 
asia kitchen,chefs special,happy family,scallops shrimp beef chicken roast pork and vegetables in chef s special brown sauce served with white rice,$15.89 
asia kitchen,chefs special,crunchy chicken with hot dry pepper,served with white rice spicy,$16.80 
asia kitchen,chefs special,moo shu,0 pancakes,$13.97 
asia kitchen,special rolls,spider roll,lightly breaded crispy soft shell crab lettuce and roe inside,$12.75 
asia kitchen,special rolls,green dragon roll,avocado on top shrimp tempura inside,$15.25 
asia kitchen,special rolls,rainbow roll,assorted raw fish and roe on top shredded imitation crab inside,$15.25 
asia kitchen,special rolls,crazy roll,salmon outside spicy tuna crunch inside spicy,$15.25 
asia kitchen,special rolls,dragon roll,eel on top with avocado and shrimp tempura inside,$15.25 
asia kitchen,special rolls,red dragon roll,rice outside spicy tuna on top shrimp tempura inside spicy,$15.25 
asia kitchen,special rolls,angel s hair roll,shrimp tempura inside spicy imitation crabmeat and fish roe on top spicy,$15.25 
asia kitchen,special rolls,maryland roll,rice outside jump lump crunch inside spicy,$12.45 
asia kitchen,special rolls,white dragon roll,jumbo lump crab meat on top shrimp tempura inside spicy,$17.65 
asia kitchen,dinner specials,chicken with broccoli dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,beef with broccoli dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,shrimp with broccoli dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,curry chicken dinner special,served with fried rice or white rice spicy,$10.50 
asia kitchen,dinner specials,curry beef dinner special,served with fried rice or white rice spicy,$10.50 
asia kitchen,dinner specials,curry shrimp dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,chicken with green paper onion dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,beef with green pepper and onion dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,kupo chicken dinner special,served with fried rice or white rice spicy,$10.50 
asia kitchen,dinner specials,szechuan beef dinner special,served with fried rice or white rice spicy,$10.50 
asia kitchen,dinner specials,sweet and sour chicken dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,shrimp lo mein dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,chicken lo mein dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,shrimp with mixed vegetables dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,chicken mixed vegetable dinner special,served with fried rice or white rice,$10.50 
asia kitchen,dinner specials,general tso s chicken dinner special,served with fried rice or white rice spicy,$11.45 
asia kitchen,side order,crunch,,$0.50 
asia kitchen,side order,eel sauce,,$1.00 
asia kitchen,side order,sriracha hot sauce,,$0.75 
asia kitchen,side order,spicy mayo,,$0.75 
asia kitchen,side order,dumpling sauce,,$0.75 
asia kitchen,side order,white rice,,$2.50 
asia kitchen,side order,sushi rice,,$3.00 
asia kitchen,side order,brown rice,,$2.00 
asia kitchen,side order,hot oil paper,,$0.75 
asia kitchen,desserts,sweet potato pie,,$3.65 
asia kitchen,desserts,cheese cake,,$3.65 
asia kitchen,desserts,chocolate cake,,$3.65 
asia kitchen,beverages,soda can,,$1.25 
asia kitchen,beverages,0 liter soda,,$3.99 
asia kitchen,beverages,snapple,,$2.50 
asia kitchen,beverages,arizona,,$1.75 
asia kitchen,beverages,hot tea,,$1.99 
asia kitchen,beverages,thai tea,,$2.25 
asia kitchen,beverages,boba thai tea,,$2.50 
asia kitchen,beverages,hong kong milk tea,,$2.25 
asia kitchen,beverages,boba hong kong milk tea,,$2.50 
asia kitchen,beverages,unsweetened iced tea,,$1.25 
asia kitchen,appetizers,0 pieces asian pu pu platter,,$18.99 
asia kitchen,appetizers,honey glazed bbq pork,,$6.99 
asia kitchen,appetizers,bbq pork spareribs,,$4.99 
asia kitchen,appetizers,0 pieces vegetable egg rolls,vegetarian,$4.99 
asia kitchen,appetizers,0 pieces shrimp and chicken egg roll,,$6.99 
asia kitchen,appetizers,0 pieces crunchy roll,,$6.99 
asia kitchen,appetizers,0 pieces pot stickers,,$8.99 
asia kitchen,appetizers,0 pieces steamed dumplings,,$7.99 
asia kitchen,appetizers,0 pieces steamed spicy dumplings,spicy,$7.99 
asia kitchen,appetizers,0 pieces fried chicken wontons,,$4.99 
asia kitchen,appetizers,fried cream cheese wontons with crab meat,,$3.99 
asia kitchen,appetizers,0 pieces golden fried jumbo shrimp,,$7.99 
asia kitchen,appetizers,0 pieces paper wrapped chicken,,$5.99 
asia kitchen,appetizers,0 pieces cha shui bao bbq pork,,$4.99 
asia kitchen,appetizers,french fries,,$4.99 
asia kitchen,appetizers,0 pieces fried shrimp,,$7.99 
asia kitchen,appetizers,0 pieces fried fish strip,,$7.99 
asia kitchen,appetizers,0 pieces fried chicken strips,,$6.99 
asia kitchen,appetizers,salt and pepper tofu,,$7.99 
asia kitchen,appetizers,0 pieces salt and pepper chicken wings,,$9.99 
asia kitchen,appetizers,0 pieces fried wings,,$9.99 
asia kitchen,appetizers,crispy noodles,,$0.99 
asia kitchen,appetizers,complete dinner,,$1.99 
asia kitchen,soup,miso soup,,$6.99 
asia kitchen,soup,wor wonton soup,,$7.99 
asia kitchen,soup,wonton soup,,$6.99 
asia kitchen,soup,seafood mixed vegetable soup,,$7.99 
asia kitchen,soup,seafood sizzling rice soup,,$8.99 
asia kitchen,soup,hot and sour soup,spicy,$5.99 
asia kitchen,soup,egg flower soup,,$5.99 
asia kitchen,soup,vegetable soup,vegetable,$6.99 
asia kitchen,soup,chicken corn soup,,$6.99 
asia kitchen,soup,seafood tofu soup,,$7.99 
asia kitchen,soup,vegetable meat soup,,$6.99 
asia kitchen,noodle soup,wonton noodle soup,,$7.99 
asia kitchen,noodle soup,mixed vegetable noodle soup,,$7.99 
asia kitchen,noodle soup,chicken noodle soup,,$7.99 
asia kitchen,noodle soup,beef noodle soup,,$8.99 
asia kitchen,noodle soup,pork noodle soup,,$7.99 
asia kitchen,noodle soup,bbq pork noodle soup,,$7.99 
asia kitchen,noodle soup,fish fillet noodle soup,,$8.99 
asia kitchen,noodle soup,shrimp noodle soup,,$9.99 
asia kitchen,noodle soup,seafood noodle soup,,$9.99 
asia kitchen,salad,garden salad,vegetarian,$6.99 
asia kitchen,salad,chicken salad,,$7.99 
asia kitchen,salad,shrimp salad,,$9.99 
asia kitchen,salad,teriyaki chicken salad,,$9.99 
asia kitchen,beef,sesame beef,,$8.99 
asia kitchen,beef,orange beef,,$8.99 
asia kitchen,beef,beef with scrambled egg,,$8.99 
asia kitchen,beef,cashew beef,,$8.99 
asia kitchen,beef,kung pao beef,,$8.99 
asia kitchen,beef,mongolian beef,,$8.99 
asia kitchen,beef,beef in black bean sauce,,$8.99 
asia kitchen,beef,beef broccoli,,$8.99 
asia kitchen,beef,beef with string bean,,$8.99 
asia kitchen,beef,snow peas beef,,$8.99 
asia kitchen,beef,mushroom beef,,$8.99 
asia kitchen,beef,szechuan beef,,$8.99 
asia kitchen,beef,garlic beef,,$8.99 
asia kitchen,beef,beef chop suey,,$8.99 
asia kitchen,pork,sweet and sour pork,,$7.99 
asia kitchen,pork,pork with broccoli,,$7.99 
asia kitchen,pork,pork with string bean,,$7.99 
asia kitchen,pork,pork with snow peas,,$7.99 
asia kitchen,pork,pork with mushroom,,$7.99 
asia kitchen,pork,pork in szechuan style,,$7.99 
asia kitchen,pork,garlic pork with mushroom,,$7.99 
asia kitchen,pork,kung pao pork,,$7.99 
asia kitchen,pork,mongolian pork,,$7.99 
asia kitchen,pork,pork in black bean sauce,,$7.99 
asia kitchen,pork,pork chop suey,,$7.99 
asia kitchen,shrimp,sweet and sour shrimp,,$9.99 
asia kitchen,shrimp,shrimp with scrambled egg,,$9.99 
asia kitchen,shrimp,orange shrimp,,$9.99 
asia kitchen,shrimp,cashew shrimp,,$9.99 
asia kitchen,shrimp,shrimp in black bean sauce,,$8.99 
asia kitchen,shrimp,szechuan shrimp,spicy,$8.99 
asia kitchen,shrimp,kung pao shrimp,spicy,$8.99 
asia kitchen,shrimp,broccoli shrimp,,$8.99 
asia kitchen,shrimp,shrimp in lobster sauce,,$9.99 
asia kitchen,shrimp,shrimp with snow peas,,$8.99 
asia kitchen,shrimp,shrimp with mushroom,,$8.99 
asia kitchen,shrimp,shrimp in garlic sauce,,$8.99 
asia kitchen,shrimp,mongolian shrimp,spicy,$8.99 
asia kitchen,shrimp,shrimp with string bean,,$8.99 
asia kitchen,shrimp,shrimp chop suey,,$8.99 
asia kitchen,fish,sauteed fish fillet,,$8.99 
asia kitchen,fish,broccoli with fish fillet,,$8.99 
asia kitchen,fish,fish fillet in black bean sauce,,$8.99 
asia kitchen,fish,fish fillet with snow peas,,$8.99 
asia kitchen,fish,kung pao fish fillet,,$8.99 
asia kitchen,fish,szechuan fish fillet,,$8.99 
asia kitchen,fish,garlic fish fillet,,$8.99 
asia kitchen,fish,fish fillet with string bean,,$8.99 
asia kitchen,fish,fish fillet chop suey,,$8.99 
asia kitchen,chicken,sesame chicken,,$8.99 
asia kitchen,chicken,orange chicken,,$8.99 
asia kitchen,chicken,lemon chicken,,$8.99 
asia kitchen,chicken,cashew chicken,,$8.99 
asia kitchen,chicken,sweet and sour chicken,,$7.99 
asia kitchen,chicken,mushroom chicken,,$7.99 
asia kitchen,chicken,kung pao chicken,,$7.99 
asia kitchen,chicken,chicken with broccoli,,$7.99 
asia kitchen,chicken,string bean chicken,,$7.99 
asia kitchen,chicken,chicken in black bean sauce,,$7.99 
asia kitchen,chicken,chicken with snow peas,,$7.99 
asia kitchen,chicken,szechuan chicken,,$7.99 
asia kitchen,chicken,mongolian chicken,,$7.99 
asia kitchen,chicken,garlic chicken,,$7.99 
asia kitchen,chicken,chicken chop suey,,$7.99 
asia kitchen,mu shu,mu shu,,$9.99 
asia kitchen,egg foo young,egg foo young,,$10.99 
asia kitchen,vegetables,steamed vegetable,,$8.99 
asia kitchen,vegetables,vegetables chop suey,,$8.99 
asia kitchen,vegetables,snow peas with water chestnuts,,$10.99 
asia kitchen,vegetables,garlic broccoli,,$10.99 
asia kitchen,vegetables,garlic baby bok choy,,$10.99 
asia kitchen,vegetables,pan fried string beans,,$10.99 
asia kitchen,vegetables,szechuan eggplant,,$8.99 
asia kitchen,vegetables,garlic lettuce,,$10.99 
asia kitchen,vegetables,mixed vegetables with black mushroom,,$11.99 
asia kitchen,vegetables,lettuce with black mushroom,,$11.99 
asia kitchen,vegetables,baby bok choy with black mushroom,,$11.99 
asia kitchen,vegetables,kung pao eggplant,vegetarian and spicy,$10.99 
asia kitchen,vegetables,kung pao mixed vegetable,,$10.99 
asia kitchen,vegetables,tofu in brown sauce,,$10.99 
asia kitchen,vegetables,mapo tofu,,$10.99 
asia kitchen,vegetables,kung pao tofu,vegetarian and spicy,$10.99 
asia kitchen,vegetables,eggplant with tofu,,$11.99 
asia kitchen,vegetables,tofu with mixed vegetable,,$11.99 
asia kitchen,rice selection,house special fried rice,,$11.99 
asia kitchen,rice selection,combination fried rice,,$10.99 
asia kitchen,rice selection,seafood fried rice,,$10.99 
asia kitchen,rice selection,yang chow fried rice,,$10.99 
asia kitchen,rice selection,chicken fried rice,,$8.99 
asia kitchen,rice selection,pork fried rice,,$8.99 
asia kitchen,rice selection,beef fried rice,,$8.99 
asia kitchen,rice selection,shrimp fried rice,,$9.99 
asia kitchen,rice selection,mixed vegetables fried rice,vegetarian,$7.99 
asia kitchen,rice selection,pineapple fried rice,vegetarian,$7.99 
asia kitchen,rice selection,egg fried rice,,$7.99 
asia kitchen,curry entrees,curry with mixed vegetable,spicy,$8.99 
asia kitchen,curry entrees,curry tofu,spicy,$8.99 
asia kitchen,curry entrees,curry with mixed vegetable and tofu,spicy,$9.99 
asia kitchen,curry entrees,curry chicken,spicy,$7.99 
asia kitchen,curry entrees,curry beef,spicy,$8.99 
asia kitchen,curry entrees,curry fish fillet,spicy,$8.99 
asia kitchen,curry entrees,curry shrimp,spicy,$8.99 
asia kitchen,curry entrees,curry seafood,spicy,$8.99 
asia kitchen,chow fun,combination chow fun,,$10.99 
asia kitchen,chow fun,seafood chow fun,,$10.99 
asia kitchen,chow fun,fish fillet chow fun,,$9.99 
asia kitchen,chow fun,shrimp chow fun,,$10.99 
asia kitchen,chow fun,chicken chow fun,,$8.99 
asia kitchen,chow fun,bbq pork chow fun,,$8.99 
asia kitchen,chow fun,pork chow fun,,$8.99 
asia kitchen,chow fun,mixed vegetable chow fun,vegetarian,$8.99 
asia kitchen,chow fun,beef chow fun,,$9.99 
asia kitchen,chow mein,combination chow mein,,$9.99 
asia kitchen,chow mein,seafood chow mein,,$9.99 
asia kitchen,chow mein,fish fillet chow mein,,$8.99 
asia kitchen,chow mein,shrimp chow mein,,$9.99 
asia kitchen,chow mein,chicken chow mein,,$7.99 
asia kitchen,chow mein,pork chow mein,,$7.99 
asia kitchen,chow mein,bbq pork chow mein,,$7.99 
asia kitchen,chow mein,beef chow mein,,$8.99 
asia kitchen,chow mein,mixed vegetable chow mein,,$7.99 
asia kitchen,pan fried noodle,combination fried noodle,,$10.99 
asia kitchen,pan fried noodle,seafood fried noodle,,$10.99 
asia kitchen,pan fried noodle,fish fillet fried noodle,,$9.99 
asia kitchen,pan fried noodle,shrimp fried noodle,,$10.99 
asia kitchen,pan fried noodle,chicken fried noodle,,$8.99 
asia kitchen,pan fried noodle,bbq pork fried noodle,,$8.99 
asia kitchen,pan fried noodle,pork fried noodle,,$8.99 
asia kitchen,pan fried noodle,beef fried noodle,,$9.99 
asia kitchen,pan fried noodle,mixed vegetable fried noodle,vegetarian,$8.99 
asia kitchen,pan fried noodle,singapore style fried vermicelli,,$11.99 
asia kitchen,pan fried noodle,singapore style pork fried vermicelli,,$9.99 
asia kitchen,pan fried noodle,singapore style shrimp fried vermicelli,,$11.99 
asia kitchen,pan fried noodle,seafood fried vermicelli,,$11.99 
asia kitchen,pan fried noodle,shrimp fried vermicelli,,$11.99 
asia kitchen,pan fried noodle,combination fried vermicelli,,$11.99 
asia kitchen,pan fried noodle,chicken pad thai,,$9.99 
asia kitchen,pan fried noodle,beef pad thai,,$10.99 
asia kitchen,pan fried noodle,shrimp pad thai,,$11.99 
asia kitchen,pan fried noodle,combination pad thai,,$12.99 
asia kitchen,house special,roast duck,,$13.99 
asia kitchen,house special,teriyaki chicken,,$11.99 
asia kitchen,house special,honey walnut shrimp,,$14.99 
asia kitchen,house special,honey walnut slice chicken,,$11.99 
asia kitchen,house special,five star kung pao,,$14.99 
asia kitchen,house special,honey glazed bbq pork,,$6.99 
asia kitchen,house special,kung pao three flavored,,$13.99 
asia kitchen,house special,mongolian three flavored,,$13.99 
asia kitchen,house special,garlic three flavored,,$13.99 
asia kitchen,house special,szechuan three flavored,,$13.99 
asia kitchen,house special,sweet and sour three flavored,,$13.99 
asia kitchen,house special,kung pao seafood,,$13.99 
asia kitchen,house special,seafood in black bean sauce,,$13.99 
asia kitchen,house special,sweet and sour fish fillet,,$10.99 
asia kitchen,house special,fish fillet in corn sauce,,$10.99 
asia kitchen,house special,sweet and pungent chicken,,$11.99 
asia kitchen,house special,sweet and pungent shrimp,,$13.99 
asia kitchen,house special,house special lettuce wrap,,$11.99 
asia kitchen,house special,chicken lettuce wrap,,$8.99 
asia kitchen,house special,beef lettuce wrap,,$9.99 
asia kitchen,house special,shrimp lettuce wrap,,$10.99 
asia kitchen,house special,pork chop,,$10.99 
asia kitchen,house special,seafood chop suey,,$12.99 
asia kitchen,house special,combination chop suey,,$12.99 
asia kitchen,dessert,chocolate cake,,$3.99 
asia kitchen,dessert,strawberry swirl cheesecake,,$3.99 
asia kitchen,dessert,cheesecake,,$3.99 
asia kitchen,dessert,0 pieces fortune cookies,,$1.99 
asia kitchen,dessert,chocolate mousse cake,,$3.99 
asia kitchen,dessert,0 pieces almond cookie,,$3.99 
